name    count_2012
Nicoli  101
Nicolia 37
Nicolina    5612
Nicoline    133
Nicoll  120
Nicolle 8897
Nicollette  1700
Nicolly 47
Nicoly  
Nicolyn 9
Nicosha 86
Nicosia 26
Nicoya  89
Nicte   5
Nicteha 
Nicy    576
Nida    4156
Nidhi   1337
Nidia   4806
Nidra   84
Nidya   124
Nieasha 21
Nieisha 20
Nieja   6
Nieka   42
Niekia  11
Niela   48
Nielah  18
Nielle  35
Niema   641
Niemah  63
Niera   
Nierra  16
Niesa   27
Niesha  3530
Nieshia 267
Nieta   27
Nieva   10
Nieve   109
Nieves  3707
Nieya   19
Nigel   218
Nigella 29
Niger   52
Nigeria 973
Niha    30
Nihad   5
Nihal   62
Niharika    250
Nihira  13
Nihitha 16
Nihla   123
Nihya   8
Niia    5
Nija    1168
Nijae   180
Nijah   1373
Nijai   15
Nijay   30
Nijaya  26
Nijayah 11
Nijeria 8
Nijha   51
Nijia   53
Nijiah  5
Nika    2474
Nikaela 78
Nikai   5
Nikaila 19
Nikaiya 10
Nikaiyah    10
Nikala  139
Nikalette   8
Nikara  6
Nikasha 13
Nikata  8
Nikaya  171
Nikayah 
Nikayia 6
Nikayla 1231
Nikaylah    5
Nikcole 222
Nike    194
Nikea   578
Nikeea  9
Nikeesha    38
Nikeeta 54
Nikeia  113
Nikeisha    415
Nikeita 24
Nikel   6
Nikela  46
Nikelle 167
Nikema  73
Nikera  62
Nikeria 178
Nikerria    21
Nikesha 898
Nikeshia    194
Niketa  696
Niketta 20
Nikeya  853
Nikeyia 10
Nikhaule    6
Nikhia  8
Nikhila 54
Nikhita 286
Niki    13287
Nikia   6011
Nikiah  188
Nikida  62
Nikie   377
Nikiea  13
Nikiesha    118
Nikiki  22
Nikila  29
Nikima  87
Nikina  38
Nikira  115
Nikisha 2206
Nikishia    42
Nikita  14468
Nikitha 263
Nikitia 166
Nikitra 11
Nikitta 102
Nikiya  836
Nikiyah 177
Nikka   605
Nikkea  50
Nikkei  6
Nikkeya 29
Nikki   53716
Nikkia  2482
Nikkiah 5
Nikkie  1326
Nikkii  48
Nikkisha    106
Nikkita 1207
Nikkitta    9
Nikkiya 9
Nikko   312
Nikkol  272
Nikkole 1402
Nikkolette  12
Nikky   112
Niko    565
Nikohl  16
Nikol   1404
Nikola  921
Nikolas 17
Nikole  10043
Nikoleta    57
Nikolett    5
Nikoletta   96
Nikolette   577
Nikolina    292
Nikolle 47
Nikoma  10
Nikte   10
Nikya   307
Nikyah  125
Nikyia  14
Nikyla  140
Nikylah 10
Nikyra  42
Nikyta  11
Nila    20896
Nilah   1250
Nilaja  75
Nilajah 
Nilam   124
Nilani  18
Nilay   5
Nilaya  51
Nilayah 10
Nilda   8967
Nile    227
Nileah  6
Nilene  21
Niley   41
Nili    153
Niliyah 5
Nilka   79
Nilla   66
Nillie  614
Nilofar 16
Niloofar    15
Niloufar    45
Nilsa   4310
Nilufar 7
Nilufer 7
Nilyn   5
Nilyne  9
Nilynn  20
Nilza   188
Nima    367
Nimah   51
Nimat   22
Nimco   43
Nimisha 131
Nimmy   7
Nimo    80
Nimra   207
Nimrah  35
Nimrat  33
Nimrit  26
Nimsi   129
Nimsy   7
Nimue   22
Nin 7
Nina    216133
Ninabelle   30
Ninah   183
Ninamarie   217
Ninasimone  5
Nincy   5
Ninel   287
Nineth  13
Ninetta 281
Ninette 2250
Nineveh 21
Ninfa   9174
Nini    191
Ninia   12
Ninive  27
Ninja   35
Ninna   43
Ninnette    14
Ninnie  2767
Nino    11
Ninon   82
Ninoshka    150
Ninoska 148
Ninotchka   19
Ninti   34
Niobe   144
Niobi   6
Nioka   281
Niola   
Nioma   500
Niome   32
Niomi   828
Niomie  44
Niosha  7
Niquel  10
Niquisha    9
Niquita 207
Nira    1925
Nirah   5
Nirali  432
Niranjana   
Niree   
Nirel   73
Niria   53
Niriah  11
Niriyah 5
Nirja   10
Nirmala 20
Nirmeen 5
Nirva   9
Nirvana 675
Nirvi   15
Nisa    2258
Nisaa   64
Nisha   4428
Nishat  181
Nishay  10
Nishelle    40
Nishi   232
Nishia  17
Nishika 117
Nishita 124
Nishitha    17
Nishka  274
Nishma  5
Nishta  5
Nishtha 75
Nisi    27
Nisma   5
Nisreen 361
Nissa   2476
Nissan  9
Nissi   311
Nissie  
Nissy   5
Nita    48192
Nitalia 5
Nitara  88
Nitasha 561
Nitaya  14
Nithila 63
Nithya  487
Niti    83
Nitika  183
Nitisha 106
Nitosha 83
Nitoya  9
Nitra   75
Nitsa   37
Nittaya 12
Nitya   696
Nitza   1130
Nitzia  93
Nitzy   5
Niurca  5
Niurka  397
Niva    500
Nivaeh  15
Nivaya  10
Nivea   1153
Niveah  180
Nivedha 32
Nivedita    91
Niveditha   10
Niveen  31
Nivetha 5
Niveya  8
Niveyah 17
Nivia   1014
Niviah  20
Nivriti 26
Nixaliz 19
Nixie   266
Nixmary 5
Nixola  54
Nixon   75
Nixzaliz    13
Niya    4492
Niyae   6
Niyah   1995
Niyahna 5
Niyana  276
Niyanah 7
Niyanna 187
Niyara  5
Niyasia 22
Niyat   5
Niyathi 28
Niyati  242
Niyel   5
Niyeli  5
Niyema  5
Niyia   5
Niyla   242
Niylah  161
Niyoka  44
Niyona  11
Niyonna 87
Niza    143
Nizeria 
Nizhoni 562
Nizhonii    6
Njeri   480
Njideka 17
Nkao    7
Nkara   5
Nkauj   23
Nkayla  5
Nkechi  260
Nkechinyere 56
Nkem    9
Nkemdilim   9
Nkenge  262
Nkiru   13
Nkiruka 30
Nkiya   6
Nkiyah  5
Nkosi   8
Nna 14
Nneka   1949
Nnenna  339
Nneoma  180
No  13
Noa 3012
Noah    1622
Noalani 11
Noam    200
Noami   2255
Nobia   112
Nobie   4678
Noble   1614
Nobu    27
Nobue   59
Nobuko  1929
Nobuye  24
Nocole  319
Nocona  8
Noda    29
Nodia   18
Nodie   120
Nodra   36
Noe 303
Noehly  11
Noehmi  31
Noel    25365
Noela   405
Noelani 2831
Noelany 5
Noele   262
Noelene 32
Noeli   319
Noelia  9325
Noelie  1409
Noelis  16
Noeliz  7
Noell   1053
Noella  6858
Noelle  35765
Noelli  5
Noellia 19
Noellie 7
Noelly  83
Noely   544
Noelya  16
Noema   29
Noeme   20
Noemi   28075
Noemie  1217
Noemy   2071
Noga    119
Noha    359
Nohea   45
Nohealani   177
Nohelani    105
Noheli  148
Nohelia 222
Nohelly 6
Nohely  1004
Nohemi  2640
Nohemy  386
Nokia   5
Nokomis 162
Nola    76593
Nolah   222
Nolan   385
Nolana  72
Nolani  23
Nolawit 12
Nolda   74
Nole    5
Nolee   43
Noleen  19
Nolene  295
Noli    32
Nolia   5609
Nolie   3752
Nolita  204
Nollie  2013
Nolyn   39
Nolynn  10
Noma    13188
Nomi    163
Nomia   83
Nomie   558
Nona    67955
Nonah   22
Noname  6
Nonda   106
Nondas  189
Nondus  30
Noni    1125
Nonia   133
Nonie   14179
Nonna   442
Nonnie  6621
Nonya   63
Noomi   12
Noon    16
Noor    4818
Noora   434
Noorah  22
Nooreen 11
Noorhan 5
Noori   5
Nooria  6
Nor 5
Nora    246364
Noraa   60
Norabelle   283
Norah   25301
Noraida 50
Noralba 42
Noralee 1836
Noralie 29
Noralva 9
Noralyn 212
Noralynn    5
Noran   27
Norann  43
Noranne 20
Norbert 33
Norberta    1311
Norda   30
Nore    5
Norea   11
Norean  178
Noreda  99
Noreen  41441
Noreene 782
Noreeta 48
Noreita 48
Noreli  20
Norelia 5
Norelis 8
Norell  117
Norelle 108
Norely  81
Norelys 
Norena  587
Norene  21250
Noreta  487
Noretha 21
Noretta 1822
Norhan  59
Nori    1190
Noria   21
Noriah  142
Noriana 7
Norie   69
Noriene 27
Norietta    36
Norika  5
Noriko  313
Norina  983
Norine  26527
Norinne 537
Noris   140
Norissa 74
Norita  3373
Noritta 48
Noriyah 21
Norleen 351
Norlene 983
Norlisha    37
Norlishia   35
Norma   306069
Normaa  37
Normagene   506
Normajean   1914
Normal  254
Normalea    24
Normalee    1406
Normalinda  83
Norman  7682
Normandie   277
Normandy    63
Normia  30
Normie  112
Norna   80
Norra   5
Norrah  5
Norreen 26
Norrene 120
Norreta 36
Norretta    30
Norri   18
Norrie  71
Norrine 1884
Norris  2820
Norrisa 19
Norrita 92
Northa  87
Norva   1922
Norvel  29
Norvell 698
Norvella    786
Norvelle    127
Norvie  29
Norvis  64
Nory    32
Nosheen 17
Noshin  39
Nota    300
Notasha 43
Notie   500
Notnamed    696
Nou 549
Nouchee 19
Nouci   7
Nouha   5
Nour    1890
Noura   584
Nourah  6
Nouran  12
Noureen 11
Nourhan 34
Nouvelle    
Nova    28053
Novah   81
Novalea 7
Novalee 819
Novalei 5
Novaleigh   98
Novalene    146
Novali  35
Novalie 92
Novaly  12
Novalynn    8
Novel   180
Novela  24
Novelia 25
Noveline    170
Novell  211
Novella 29363
Novelle 550
November    591
Novena  25
Noveta  53
Novi    8
Novia   545
Novice  577
Novie   2337
Novis   777
Nowshin 12
Noy 19
Noya    126
Nozomi  96
Nseya   13
Nsombi  38
Nuala   455
Nuam    6
Nube    23
Nubia   2604
Nubian  14
Nuha    446
Nuhamin 18
Numa    55
Nunziata    165
Nupur   134
Nur 364
Nura    437
Nurah   34
Nuran   5
Nuray   5
Nuri    199
Nuria   722
Nuriah  20
Nurit   12
Nuriya  24
Nuriyah 29
Nurto   7
Nurul   21
Nury    159
Nusaiba 35
Nusaibah    15
Nusayba 20
Nusaybah    72
Nusrat  141
Nuvia   1263
Nuzhat  25
Nwamaka 6
Ny  11
Nya 4923
Nyagoa  5
Nyah    4005
Nyaijah 5
Nyailah 
Nyaira  164
Nyairah 28
Nyaire  40
Nyaisa  50
Nyaisha 137
Nyaja   126
Nyajah  115
Nyajiah 5
Nyakume 6
Nyala   198
Nyalah  17
Nyalee  16
Nyalise 11
Nyamal  28
Nyana   365
Nyangel 12
Nyani   12
Nyanna  229
Nyanza  49
Nyara   131
Nyarah  22
Nyarai  5
Nyari   51
Nyarie  
Nyasa   12
Nyasha  894
Nyashia 265
Nyasia  5105
Nyasiah 147
Nyauna  16
Nyazia  69
Nyaziah 5
Nybria  17
Nychelle    193
Nychole 21
Nycia   6
Nycole  1579
Nyda    239
Nydaisha    6
Nydasia 9
Nyderah 6
Nydia   7578
Nydirah 12
Nydra   27
Nyeasha 35
Nyeasia 5
Nyeema  132
Nyeemah 64
Nyeesha 88
Nyeisha 638
Nyeka   6
Nyel    16
Nyela   166
Nyelah  43
Nyele   5
Nyeli   80
Nyell   10
Nyella  32
Nyelle  161
Nyelli  44
Nyellie 58
Nyema   631
Nyemah  132
Nyemia  5
Nyera   48
Nyesha  2290
Nyeshia 389
Nygeria 187
Nygia   7
Nyha    35
Nyhla   39
Nyia    787
Nyiah   193
Nyiana  5
Nyiasia 6
Nyiema  21
Nyiesha 331
Nyila   32
Nyilah  33
Nyima   160
Nyimah  49
Nyirah  39
Nyisha  883
Nyja    232
Nyjae   166
Nyjah   557
Nyjai   65
Nyjeria 12
Nyjia   32
Nykayla 92
Nykea   71
Nykeah  7
Nykeba  50
Nykeema 9
Nykeemah    17
Nykeesha    10
Nykeia  23
Nykeira 16
Nykeisha    81
Nykera  45
Nykeria 491
Nykerria    85
Nykesha 77
Nykeshia    18
Nykeya  6
Nykhia  30
Nykia   1383
Nykiah  72
Nykiera 5
Nykira  214
Nykiria 5
Nykisha 81
Nykita  69
Nykole  299
Nyla    19234
Nylaa   9
Nylah   4088
Nylajah 5
Nylan   35
Nylani  16
Nylasia 47
Nylaya  19
Nylayah 11
Nyle    48
Nylea   22
Nyleah  94
Nylee   62
Nyleen  47
Nylen   5
Nylene  316
Nyleve  5
Nylia   165
Nyliah  119
Nylie   11
Nylin   5
Nyliyah 31
Nylla   5
Nyllah  14
Nymeria 5
Nyna    142
Nyobi   29
Nyoka   2919
Nyome   15
Nyomee  5
Nyomi   1178
Nyomie  114
Nyomii  7
Nyona   16
Nyonna  90
Nyosha  6
Nyota   52
Nyquasha    8
Nyquasia    10
Nyra    1060
Nyrah   35
Nyre    6
Nyree   2395
Nyria   11
Nyriah  94
Nyrie   81
Nyrissa 5
Nyrobi  22
Nysa    164
Nysha   175
Nyshae  5
Nyshay  5
Nyshea  20
Nyshia  61
Nysia   73
Nyssa   2094
Nytasha 52
Nytasia 23
Nyteria 21
Nytia   35
Nytisha 8
Nyvaeh  7
Nyvea   6
Nyveah  19
Nyvia   5
Nyx 14
Nyya    48
Nyzeria 16
Nyzeth  5
Nzinga  467
Nzingha 61
Oakie   48
Oaklee  379
Oakleigh    124
Oakley  1484
Oakli   5
Oaklie  119
Oaklyn  42
Oaklynn 19
Oanh    407
Oasis   156
Oatha   30
Obdulia 478
Obeda   24
Obehi   5
Obelia  481
Obera   1466
Oberia  357
Oberta  29
Obianuju    22
Obie    2162
Oca 221
Occie   218
Ocea    240
Oceal   80
Ocean   1421
Oceana  894
Oceane  57
Oceania 57
Oceanna 383
Ocelia  163
Ocella  25
Oceola  131
Ocey    106
Ocia    1195
Ocie    32010
Octa    2289
Octava  484
Octavia 50992
Octaviana   29
Octavie 3139
Octavio 8
Octavious   7
Octavius    25
Octayvia    46
Octivia 110
October 699
Oda 16469
Odali   48
Odalis  2929
Odaliz  305
Odaly   88
Odalys  3676
Odalyz  20
Oddie   1840
Odeal   2307
Odean   1994
Odelia  16952
Odell   21632
Odella  5660
Odelle  3030
Odena   529
Odene   189
Odera   17
Odesa   24
Odessa  64807
Odesser 984
Odessey 29
Odessia 3529
Odessie 4399
Odester 649
Odet    8
Odete   11
Odeth   62
Odett   12
Odetta  3148
Odette  10422
Odia    244
Odie    16821
Odila   9
Odile   9731
Odilia  4680
Odis    1100
Odra    82
Ody 17
Odyssey 494
Oella   24
Oesha   6
Ofa 80
Ofelia  23672
Offie   609
Ofilia  2365
Ofir    
Ogechi  327
Ogechukwu   51
Ogie    31
Ogle    51
Ogochukwu   6
Ogreta  25
Ohana   57
Ohanna  54
Ohara   24
Ohemaa  12
Ojasvi  6
Ojetta  26
Ok  178
Oka 86
Okairy  
Okal    36
Okalani 6
Okeema  11
Okeima  11
Okema   153
Okemia  20
Okie    1315
Okima   58
Okla    2093
Oklahoma    82
Oksana  1439
Oksanna 15
Oktober 43
Ola 110815
Olabisi 6
Olachi  7
Oladis  6
Olah    156
Olaiya  20
Olajumoke   46
Olamae  1050
Olamide 220
Olana   17
Olanda  201
Olani   6
Olanna  8
Olar    2772
Olatokunbo  27
Olaya   6
Olayinka    104
Olea    64
Olean   5351
Oleane  54
Oleatha 271
Oleavia 53
Oleda   1493
Olee    199
Oleen   231
Oleeta  296
Oleita  117
Olema   60
Olen    63
Olena   4467
Olene   7834
Oler    452
Olesha  11
Olesia  44
Olesya  78
Oleta   23712
Oletha  6757
Olethea 7
Olethia 222
Oletta  1823
Oleva   1656
Olevia  15845
Olexa   5
Olexus  6
Oley    37
Olga    148156
Olgia   58
Olgie   234
Olha    31
Olia    1807
Oliana  53
Olibia  9
Olice   36
Olicia  36
Olida   30
Olie    6012
Olimpia 1106
Olin    25
Olina   108
Olinda  7739
Oline   3904
Olinka  49
Olis    178
Olisa   98
Olisha  36
Olita   833
Oliva   8459
Olivama 35
Olive   155684
Olivea  609
Oliveah 52
Olivene 671
Oliver  2243
Olivera 33
Olivet  204
Olivett 34
Olivette    5660
Olivia  366831
Oliviaann   5
Oliviagrace 60
Oliviah 399
Oliviamarie 19
Oliviana    74
Olivianna   44
Oliviarose  39
Olivier 9
Olivine 923
Oliviya 48
Oliviyah    10
Olivya  241
Olivyah 5
Oliwia  184
Oliyah  6
Olla    5402
Olle    28
Ollene  28
Ollia   88
Ollie   141423
Olliemae    30
Olline  79
Ollive  128
Ollivia 9
Olliyah 11
Olly    24
Ollye   30
Olma    65
Olna    30
Ololade 6
Olubukola   17
Olubunmi    96
Oluchi  165
Olufunke    36
Olufunmilayo    58
Olukemi 128
Oluremi 7
Olutosin    10
Olutoyin    7
Oluwabukola 7
Oluwabukunmi    6
Oluwadamilola   
179
Oluwadara   59
Oluwadarasimi   
46
Oluwademilade   
35
Oluwaferanmi    
12
Oluwafisayo 5
Oluwafunmilayo  
13
Oluwajomiloju   5
Oluwakemi   259
Oluwalonimi 5
Oluwanifemi 91
Oluwapelumi 11
Oluwasemilore   
13
Oluwaseun   141
Oluwaseyi   86
Oluwatamilore   
61
Oluwateniola    21
Oluwatobi   141
Oluwatobiloba   5
Oluwatofunmi    8
Oluwatomi   11
Oluwatomilola   5
Oluwatomisin    74
Oluwatoni   55
Oluwatosin  187
Oluwatoyin  161
Oluwatoyosi 5
Oluwatumininu   5
Oluwayemisi 6
Olvia   23
Olvie   53
Olwen   139
Olwyn   43
Olya    5
Olympia 11324
Olyne   27
Olyve   90
Olyvea  
Olyvia  1976
Olyviah 31
Oma 55745
Omagene 76
Omah    1502
Omaida  48
Omaira  719
Omalee  76
Omani   25
Omar    804
Omara   217
Omarah  5
Omari   266
Omaria  153
Omariah 12
Omariana    11
Omarianna   6
Omarie  11
Omarion 5
Omarionna   
Omaris  7
Omaya   47
Omayma  6
Omayra  1556
Omeda   106
Omega   9361
Omeisha 6
Omeka   228
Omekia  26
Omelia  1039
Omer    434
Omera   76
Omeria  19
Omesha  93
Omeshia 16
Ometa   53
Omia    219
Omie    12183
Omika   9
Omiya   
Omiyah  6
Omma    30
Ommie   364
Omni    227
Omnia   46
Omolara 110
Omolola 125
Omotayo 21
Omotola 11
Omri    6
Omunique    139
Omya    51
Omyra   29
Ona 47253
Onah    28
Onalee  4091
Onaleigh    7
Onawa   36
Onaya   5
Onda    589
Ondina  45
Ondine  85
Ondra   91
Ondraya 7
Ondrea  1501
Ondreya 6
Ondria  188
Oneal   804
Oneatha 29
Oneda   3387
Onedia  846
Oneeda  84
Oneida  10483
Oneika  191
Oneil   90
Oneisha 348
Oneita  6289
Oneka   266
Onekki  13
Onelia  807
Onell   350
Onella  201
Onesha  154
Oneshia 69
Onesti  55
Onesty  89
Oneta   8901
Onetha  391
Onetia  25
Onetta  938
Oneva   61
Oney    602
Oneyda  56
Onezia  128
Ong 72
Oni 237
Onia    465
Onica   376
Onida   432
Onie    20365
Oniesha 41
Onika   950
Onis    24
Onisha  126
Onisty  12
Onita   5855
Oniya   51
Oniyah  39
Onna    881
Onnah   10
Onnalee 113
Onnie   8577
Onnika  55
Onnolee 308
Onolee  137
Onora   10
Ontaria 6
Onya    227
Onyae   18
Onyah   10
Onye    23
Onyekachi   8
Onyinye 19
Onyinyechi  95
Onyinyechukwu   
Onyka   5
Onyx    446
Onzell  60
Oona    1160
Oonagh  23
Opal    143555
Opalee  48
Opalene 259
Opaline 1030
Opel    1690
Opeyemi 31
Opha    5319
Ophelia 70003
Ophelie 7
Ophia   2015
Ophie   713
Ophilia 84
Opie    881
Ople    1922
Oppie   28
Oprah   152
Ora 135216
Orabell 56
Orabelle    469
Oradee  57
Oradell 298
Orah    4572
Oral    5682
Oralee  4058
Oralene 30
Oralia  16421
Oramae  112
Orange  90
Orangie 236
Orba    378
Orbie   367
Orcella 30
Orchid  458
Orda    94
Ordell  278
Ordella 181
Ordie   24
Ore 67
Orea    165
Oreal   41
Orean   538
Oreana  25
Oreane  25
Oreanna 12
Oreatha 812
Oreda   266
Oree    935
Oreen   24
Orel    711
Orelia  7632
Orell   236
Orella  693
Oren    62
Orena   2473
Orenda  43
Orene   6730
Oreoluwa    119
Oressa  180
Oreta   1378
Oretha  5675
Oretta  1224
Oreva   29
Orfa    36
Orfalinda   25
Orfelinda   93
Ori 82
Oria    1118
Oriah   156
Orian   108
Oriana  3367
Oriane  11
Orianna 980
Orianne 5
Orie    4049
Oriel   278
Orielle 28
Orien   25
Orietta 24
Orilla  2994
Orin    6
Orina   24
Orinda  78
Orine   943
Oriole  26
Orion   334
Oriona  8
Orionna 24
Oris    1307
Orise   25
Orisha  23
Orissa  129
Orit    194
Orita   64
Oriya   21
Oriyah  20
Oriyana 5
Orla    2494
Orlagh  6
Orlaith 11
Orland  25
Orlanda 810
Orlando 532
Orlandra    18
Orlandrea   11
Orlandria   99
Orlantha    27
Orlean  3654
Orlee   175
Orleen  25
Orlena  6355
Orlenda 12
Orlene  2116
Orletta 193
Orli    282
Orlidia 28
Orlie   62
Orlinda 1366
Orline  343
Orly    654
Orma    5210
Ormah   58
Ormi    28
Orna    135
Ornella 167
Orneta  30
Orothy  24
Orpah   685
Orpha   44895
Orphia  867
Orphie  122
Orquidea    58
Orquidia    59
Orr 5
Orra    2272
Orrie   3803
Orris   252
Orsola  24
Ortencia    1317
Ortensia    182
Ortha   1653
Ortrude 34
Orva    3880
Orval   64
Orvella 385
Orvetta 909
Orvilla 1543
Orville 830
Orya    5
Orysia  48
Osa 10150
Osanna  5
Oscar   4575
Osceola 1026
Osee    154
Osha    433
Oshai   13
Oshanique   5
Oshanna 10
Oshay   53
Oshea   57
Osheana 13
Osheanna    20
Oshen   5
Oshia   14
Oshiana 9
Oshie   79
Oshun   5
Oshyn   14
Osia    186
Osiana  5
Osie    15144
Osiris  851
Osirys  10
Osmara  308
Osmary  10
Osnas   5
Ossie   21331
Ostara  5
Osvaldo 14
Ota 4066
Otavia  23
Oteka   30
Otelia  10417
Otella  273
Oteria  79
Otha    10296
Othal   25
Othel   872
Othelia 2247
Othell  385
Othella 4238
Othello 791
Otie    2716
Otila   3123
Otilia  7585
Otilla  199
Otillia 1866
Otillie 538
Otis    6270
Otisha  259
Otome   24
Otsie   24
Otta    348
Ottavia 14
Ottelia 27
Ottie   15560
Ottilia 8876
Ottilie 12062
Ottillie    195
Ottis   1477
Otto    884
Otylia  6
Oudia   189
Ouida   24063
Ouita   461
Oumie   8
Oumou   368
Oumy    15
Ourania 201
Ourtney 9
Ova 14106
Ovada   66
Oval    734
Ovalee  36
Ovalene 29
Ovaline 228
Oveda   1135
Ovedia  63
Oveida  36
Ovel    24
Ovelia  322
Oveline 65
Ovell   215
Ovella  2739
Ovena   33
Overa   141
Oveta   1045
Ovetta  574
Ovia    34
Ovida   975
Ovie    3794
Ovis    28
Oviya   112
Oweda   210
Owen    712
Owena   63
Oweta   48
Owetta  11
Owyn    5
Oxana   11
Oyindamola  56
Oyinkansola 50
Oyuki   183
Oyuky   77
Oza 1536
Ozaria  5
Ozeal   33
Ozel    24
Ozelia  269
Ozell   7038
Ozella  16391
Ozellar 47
Ozelle  2290
Ozelma  194
Ozena   30
Ozetta  468
Ozie    10102
Ozioma  25
Ozite   87
Ozlem   25
Ozzie   4572
Pa  2045
Paayal  12
Pabla   260
Pablita 626
Pablo   157
Pace    5
Pacey   162
Pacha   8
Pachia  253
Pacie   29
Pacience    24
Pacifica    6
Pacita  236
Pada    6
Paddy   1304
Padee   27
Paden   194
Pader   21
Padgett 30
Padma   47
Padme   49
Padmini 8
Padyn   5
Paedyn  24
Paelyn  41
Paelynn 6
Paesyn  16
Paeten  5
Paetin  5
Paeton  367
Paetra  7
Paetyn  563
Paetynn 15
Paeyton 33
Pagan   60
Page    8696
Pageant 16
Pagen   8
Paget   159
Pagie   45
Pahal   11
Pahola  216
Pahoua  212
Pai 8
Paiden  69
Paidyn  17
Paig    7
Paige   118460
Paigelyn    29
Paigelynn   5
Paighton    264
Paije   247
Paikea  12
Pailey  27
Paili   5
Pailyn  59
Pailynn 16
Pairlee 2557
Paisely 14
Paisha  7
Paishance   6
Paishence   19
Paislea 18
Paislee 1189
Paislei 19
Paisleigh   242
Paisley 10633
Paisli  27
Paislie 133
Paisly  84
Paislyn 6
Paislynn    6
Paison  8
Paisyn  53
Paiten  373
Paitin  22
Paitlyn 29
Paiton  1089
Paityn  2973
Paitynn 108
Paiyton 18
Paizlee 225
Paizleigh   31
Paizley 395
Paizli  14
Paizlie 19
Paizly  7
Paj 15
Paje    6
Pakou   206
Pal 5
Pala    65
Palak   337
Palestine   875
Paley   16
Palin   115
Pallas  68
Pallavi 430
Pallie  2666
Palma   18863
Palmena 24
Palmer  1724
Palmera 27
Palmina 1549
Palmira 3431
Palmyra 451
Paloma  8341
Palyn   84
Palynn  33
Pam 36008
Pama    714
Pamala  15469
Pamale  108
Pamalee 272
Pamalia 20
Pamalla 109
Pamara  17
Pameal  17
Pamel   162
Pamela  317251
Pamelia 7246
Pamella 8389
Pamelyn 339
Pami    293
Pamie   92
Pamila  2485
Pamilla 192
Pamilyn 19
Pamla   2614
Pamlea  331
Pamler  86
Pamlia  14
Pamlyn  18
Pamm    77
Pamma   20
Pammela 20
Pammi   17
Pammie  312
Pammy   1073
Pamula  2107
Panagiota   955
Panayiota   102
Panchita    16
Panda   281
Pandi   18
Pandora 6206
Pandoria    16
Pandra  18
Pandy   48
Panela  17
Pang    1025
Panhia  131
Pankie  330
Pannie  24
Pansey  399
Pansie  561
Pansy   55806
Pansye  27
Pantera 69
Pantha  159
Panthea 37
Pany    9
Panya   59
Panyia  7
Panzie  158
Panzy   487
Paola   23613
Paolina 147
Paquita 545
Par 5
Para    2164
Paradice    11
Paradise    917
Paradyce    5
Paralee 13680
Paraskeve   15
Paraskevi   354
Pardis  7
Paree   10
Pareesa 5
Pari    652
Paria   7
Paricia 41
Parie   23
Pariis  15
Parilee 1193
Parinita    11
Paris   26562
Parisa  1103
Parise  7
Parish  326
Parisha 76
Parishay    5
Pariss  173
Parissa 103
Parita  7
Pariz   5
Parizoda    6
Parker  8346
Parlee  4971
Parleen 5
Parlie  274
Parma   164
Parmida 5
Parminder   27
Parmis  16
Parneet 98
Parnell 292
Parniece    24
Parnika 79
Parri   17
Parrie  966
Parris  2064
Parrish 745
Parthena    1144
Parthenia   12032
Parthina    53
Particia    296
Parul   206
Parvaneh    22
Parvathy    11
Parvati 11
Parveen 50
Parvina 5
Parys   231
Paryss  12
Pascal  10
Pascale 1051
Pascha  492
Pascuala    849
Pasha   865
Pashance    19
Pashen  43
Pashence    43
Pashia  18
Pashience   5
Pashion 85
Pashun  14
Pasqua  67
Pasqualena  30
Pasqualina  3646
Pasqualine  88
Passion 2682
Passionae   5
Passionate  10
Pasty   546
Pat 63476
Patarica    53
Pataricia   40
Patches 341
Paterica    98
Patericia   82
Pati    1519
Patia   139
Patiance    31
Paticia 718
Patience    21851
Patina  701
Patirica    321
Patra   1449
Patracia    39
Patrcia 331
Patrea  32
Patrece 744
Patrecia    2777
Patreece    76
Patrena 231
Patrenia    43
Patresa 88
Patrese 278
Patress 20
Patria  1525
Patriana    6
Patric  246
Patrica 22604
Patriccia   22
Patrice 46635
Patricha    144
Patrichia   17
Patrici 674
Patricia    848546
Patriciaa   46
Patriciaann 1473
Patriciaanne    6
Patriciajo  122
Patrician   41
Patriciann  343
Patricie    193
Patricio    11
Patrick 7453
Patricka    24
Patriece    191
Patrika 35
Patrina 5237
Patrinia    51
Patrisa 17
Patrise 82
Patrisha    2059
Patrisia    773
Patritia    30
Patrizia    927
Patrocinia  50
Patrricia   26
Patryce 295
Patrycia    76
Patrycja    259
Patsey  2517
Patsi   246
Patsie  3101
Patsy   146277
Patsyann    43
Patsye  856
Patt    2024
Patte   395
Patterson   16
Patti   55556
Pattiann    567
Pattianne   88
Pattie  43516
Pattii  22
Pattijo 289
Pattina 20
Patton  41
Pattricia   344
Pattsy  228
Patty   83593
Pattyann    73
Pattye  1435
Paty    19
Patyn   5
Patzy   45
Paublita    30
Paul    22150
Paula   239163
Paulann 116
Paulanne    87
Paule   65
Paulean 255
Pauleen 599
Paulena 380
Paulene 6815
Paulet  201
Pauleta 25
Paulett 1349
Pauletta    7861
Paulette    58455
Pauli   104
Paulia  54
Paulie  44
Paulina 31955
Paulinda    19
Pauline 315855
Paulisha    68
Paulita 4304
Paulla  966
Paullette   716
Paullina    7
Paulyn  16
Paulyna 6
Paulyne 2160
Pavani  19
Pavelle 9
Pavi    13
